Feature,Importance
reach,0.3181760746511251
avg_elbow_angle,0.2518789834281498
avg_back_angle,0.15833641506176008
rider_torso_length,0.051705860579333504
rider_arm_length,0.048573305348840516
rider_inseam_length,0.04752098035952456
horizontal_distance,0.030283383396689248
mean_pelvis_angle,0.01645819090990221
pelvis_angle_deviation,0.01640446631228362
min_knee_angle,0.015809032977908605
mean_spine_angle,0.01550609036944198
avg_neck_angle,0.014804194943615815
max_knee_angle,0.014543021661424932
