min_knee_angle,max_knee_angle,avg_elbow_angle,avg_neck_angle,avg_back_angle,reach,horizontal_distance,mean_pelvis_angle,pelvis_angle_deviation,mean_spine_angle,rider_arm_length,rider_torso_length,rider_inseam_length
80.89732524938883,134.6380125048169,163.3865858166865,181.34574324497683,156.97260085929452,49.31835375784076,26.22469680690703,2.03336819596025,4.739263623645783,0.2596111845761868,56.0,56.0,160.0
