min_knee_angle,max_knee_angle,avg_elbow_angle,avg_neck_angle,avg_back_angle,avg_reach,avg_saddle_offset
80.89732524938883,134.6380125048169,163.3865858166865,181.34574324497683,156.97260085929452,49.31835375784076,26.22469680690703
